Hotel,Id,Ciudad,Pais,Usuario,Rating,PosNeg,Fecha,Review
JW Marriott Hotel Lima,rn124343688,Lima,Peru,GuiaPeruana,4,1,09/02/2012,"Ideal para los negocios ES muiy buen hotel, ubicado estrategicamente en el corazon d eMiraflores, con una vista al mar espectacular. Tiene muy buenos salones de eventos, creo que es lo mejor con lo que cuentan, si desean organizar un evento en Lima es una de las mejores opciones. Sus desayunos y lonches bufett son muy buenos para disfrutar con la familia o amigos..   "
JW Marriott Hotel Lima,rn124225023,Buenos Aires,Argentina,noberto d,5,1,06/02/2012,"Excelente No duden en elegirlo, excelente en todo sentido "
JW Marriott Hotel Lima,rn123802088,Puntarenas,Costa Rica,Nangie S,1,0,29/01/2012,"El nombre JW Marriott les queda GRANDE Si visitan Lima; Por favor NO SE HOSPEDEN en el JW Marriott. No te llaman por el nombre, no sonrien, no te abren la puerta del carro. La palabra Bienvenidosno la conocen. Nos enamoramos del servicio Marriott desde hace años, ya que siempre nos hospedamos con ellos, pero este lugar simplemente es un desastre. No tiene servicio al cliente para..   "
JW Marriott Hotel Lima,rn123462976,Lima,Peru,Juan Eduardo R,2,0,22/01/2012,"Bonito hotel, servicio deficiente Hice mi reserva con la finalidad de darle una sorpresa a mi enamorada y pasar un fin de semana agradable en uno de los hoteles mas conocidos de Lima. Todo en cuanto al servicio fue malo, primero que nada al llegar nadie me ayudo con mi equipaje, tuve que bajar yo mismo mi maleta del taxi y llevarla hasta la..   "
JW Marriott Hotel Lima,rn122819050,Cancun,Mexico,jennyfer f,5,1,09/01/2012,mariposa huau este hotel es de los mejores me encanta los invito a qe pasen unas bonitas vacaciones en el otel marriot porqe es marvilloso y encantador por lo qe se el marriot para mi ocupa el primer puesto de todos los hoteles del mundo ademas del sheraton estoy muy contenta de estar en un hotel como asi. tambien les digo qe..   
JW Marriott Hotel Lima,rn121637976,Caracas,Venezuela,magrusa,5,1,11/12/2011,"se los recomiendo! Magnifico hotel categoria 5 estrellas. Cumple a cabalidad esto. Localizacion estrategica, instalaciones de primera, personal eficiente y amable, cuartos y baños impecables. Mencion especial para su cocina. El desayuno majestuoso, variado, fino, abundante. Recomiendo el tea time. No se sentiran defraudados! "
JW Marriott Hotel Lima,rn120161321,Santiago,Chile,Nelson J,4,1,04/11/2011,"excelente habitacion Habitaciones amplias, excelentes, bien cuidadas y con preciosa vista. "
JW Marriott Hotel Lima,rn119189007,Peru,Peru,SimonMuck,4,1,11/10/2011,"Excelente ubicacion y atencion La ubicacion es probablemente la mayor ventaja competitiva de este hotel. Las habitaciones con vista al mar simplemente no tienen comparacion. Me hospede por placer un par de noches en marzo, y ademas de tener una atencion muy servicial, tienen un desayuno genial. Lo unico que condeno todavia en esta clase de hoteles, es que el televisor tenga solo 32..   "
JW Marriott Hotel Lima,rn119055426,Antofagasta,Chile,hc1975,4,1,07/10/2011,"Buen Hotel Estuve 3 noches en el Hotel, el salon ejecutivo es altamente recomendable por 60 dolares para dos personas se puede tomar desayuno, tomar Te y bebidas en las tardes y un cena Fria en las noche con bebidas no alcoholicas incluidas, es importante saber que el el precio del hotel no incluye desayuno por lo que es una buena opcion..   "
JW Marriott Hotel Lima,rn118999840,Bolivia,Bolivia,Arturo65,5,1,06/10/2011,"Calidad Marriott Me hospede en este hotel para asistir a un evento la ultima semana de Septiembre 2011. El servicio, la limpieza de las areas, el desayuno, las habitaciones, etc. son consistentes con la calidad que uno espera en un hotel JW Marriott y el precio que se paga. Por supuesto, en un hotel de ese tamaño uno no puede pretender sino..   "
JW Marriott Hotel Lima,rn118459574,San Jose,Costa Rica,Gamcr,5,1,22/09/2011,"Un fin de semana de lujo Al regresar de Cusco, nos hospedamos en este hotel. Atencion, servicio, e instalaciones impecables. Debo reconocer que soy huesped elite en los marriotts entonces me dieron otros beneficios como el acceso al piso ejecutivo, el desayuno y el internet de gratis. Sin embargo, la ubicacion y la cama king size que disfrutamos fue espectacular. "
JW Marriott Hotel Lima,rn118389798,Guadalajara,Mexico,Subcubarine,4,1,20/09/2011,"Buen hotel Estuve en este hotel el 12 de septiembre con mi esposa, el servicio es bueno, el hotel esta bien ubicado, un poco soso, pero bueno "
JW Marriott Hotel Lima,rn118330153,mexico city,Mexico,remedina,5,1,19/09/2011,"Excelente ubicacion y servicio La atencion es de muy alta calidad, y las instalaciones, la vista al mar y la ubicacion son excelentes. "
JW Marriott Hotel Lima,rn116484212,,Chile,MariChile2009,5,1,09/08/2011,"Muy bueno Frente a Larcomar, muy bien ubicado. Personal muy amable, habitaciones amplias, mejoraria aseo de los baños (limpieza de piso algo deficiente y ducha con hongos en las paredes). desayuno excelente, rico y variado. Por el precio, internet deberia ser free en las habitaciones. Coneccion wii fi en lobby es deficiente. Pero en general un muy buen Hotel. "
JW Marriott Hotel Lima,rn116101428,Madrid,España,maryjuan,5,1,01/08/2011,"Comodidad, amabilidad y alta calidad de los servicios Utilizamos este hotel como base principal de un largo viaje a Peru (un mes). En el dejabamos el grueso del equipaje y nos y nos desplazabamos a otras ciudades con lo minimo para mayor comodidad. El hotel tiene unos servicios excelentes, su personal es especialmente amable y la situacion es inmejorable. Como anecdota, en dos de las estancias coincidimos con famosos..   "
JW Marriott Hotel Lima,rn115659991,Buenos Aires,Argentina,Turco26,4,1,22/07/2011,"Bella ubicacion frente al mar. El hotel es hermoso. Quizas es un poco molesto tener el casino en el mismo predio. Mas alla de eso, el gimnasio es excelente al igual que su restaurante. "
JW Marriott Hotel Lima,rn114661553,Lima,Peru,angelius2402,5,1,22/06/2011,"celebrando el primer aniversario! Que se puede decir del hotel.. muy elegante y el servicio muy bueno.. ademas del comfort de la habitacion, la decoracion es muy agradable.. y nada antiguo como me habian comentado.. el lounge en el primer piso, tambien muy bueno y acogedor, las bebidas y piqueos muy buenos.. ubicado en una zona centrica y con el mar al frente! muy..   "
JW Marriott Hotel Lima,rn112708661,Lima,Peru,orgulloperuano,5,1,11/06/2011,"Una experiencia unica.. Tuve la oportunidad de quedarme por un regalo de mi familia (por mi aniversario de bodas).. al momento de llegar me hicieron un upgrade a una mejor habitacion, y pusieron algunos detalles que hacen que tu estadia sea unica. En el almuerzo tuve la oportunidad de conocer al 2do Chef de Cocina (al Souz Chef)... de nombre Teddy Buroncle (no se si..   "
JW Marriott Hotel Lima,rn107542983,Guayaquil,Ecuador,spereiras,5,1,09/05/2011,"las camas mas comodas! la vista mas linda! Llegamos al aeropuerto de Lima y en 15-20 min llegamos al Marriot siempre hay muuucha gente en ese hotel y por un momento nos dijeron que a pesar de haber reservado con meses la habitacion no tenian una disponible en el momento! teniamos que esperar 7 horas... nos pusimos muy mal, veniamos cansados del viaje pero reclamamos un poco..   "
JW Marriott Hotel Lima,rn106284988,Jaen,España,REMS0752,5,1,30/04/2011,"Buena situacion atencion del personal inmejorable Situado al lado del mar y de un centro comercial, tienen un buffet que es de lo mejor que he visto, la atencion del personal en increible, lo recomiendo 100% "
JW Marriott Hotel Lima,rn105105492,Ciudad de Panama,Panama,chinis_pty,5,1,22/04/2011,"Divino Supuse que seria una estadia muy reconfortante por ser la cadena Marriot, la excelente ubicacion, no podia ser mejor, la vista al mar, ubicada en una de las areas mas seguras de Lima, Miraflores. El ambiente muy acogedor, moderno, todas las amenidades incluidas. A pesar que fue una estadia de 2 dias por trabajo, la disfrute al maximo. Desde aqui..   "
JW Marriott Hotel Lima,rn104514064,Zaragoza,España,rkomin76,5,1,18/04/2011,"Impresionante No se podia esperar menos de un hotel de la cadena Marriot. Nos alojamos tres noches por un viaje de incentivos, y sobre todo destacaria las magnificas vistas al Oceano Pacifico desde la habitacion. El hotel esta situado en una de las mejores zonas de Lima, el distrito de Miraflores, delante hay un centro comercial de estilo muy yankee, Larcomar..   "
JW Marriott Hotel Lima,rn94611308,Lima,Peru,YBUSTAMANTE,4,1,27/01/2011,"muy bueno Yo estuve con mi esposa la noche del 22 de Enero del 2011, y en resumen todo muy bueno, desde el ingreso fueron amables con nosotros. Lo unico que el restaurant cierra temprano pero el lounge fusion japones con peruano muy bueno. La musica en vico ideal para parejas. Lastima que solo es hasta la medianoche. La pisicna es muy..   "
JW Marriott Hotel Lima,rn92805036,Caracas,Venezuela,Keryne,5,1,13/01/2011,"Excelente Excelente vista, excelente ubicacion, excelente atencion, excelente comida "
JW Marriott Hotel Lima,rn90577891,Lima,Peru,JCGARNICA,5,1,23/12/2010,"DE LUJO Todo fue excelente, el servicio y la calidad. exceptuando que al registrarnos habia aparentemente un problema con nuestra reserva, que rapidamente fue corregida por un error en mi apellido, todo estuvo, bien, las habitaciones son muy acogedoras y lindas aunque un poco pequeñas, supongo que en habitaciones delux seran mas amplias, la comida de primera y bueno en general todo..   "
JW Marriott Hotel Lima,rn88968385,La Paz,Bolivia,meurquidi,5,1,03/12/2010,"El mejor servicio recibido en mucho tiempo El hotel es estupendo y el servicio esta absolutamente a la altura de lo que esperaba, no hubo nada de que quejarse e hicieron una semana de trabajo una semana de placer tambien. Muy recomendable. "
JW Marriott Hotel Lima,rn87269365,guayaquil,Ecuador,divineafrodita,5,1,16/11/2010,"que buen ambiente! me quede una noche en este estupendo hotel en lima y pude comprobar que el jw marriott tenia un super ambiente en las noches, sobretodo en el loby bar, la gente se veia feliz disfrutando de sus martinis, mientras tanto en mi habitacion me esperaba una estupenda vista al mar, una cama deliciosa con unas almohadas dignas de..   "
JW Marriott Hotel Lima,rn84447571,Santiago,Chile,Sebastianmarduk,5,1,22/10/2010,Inmejorable Ubicacion y Excelente atencion Marriot Lima simplemente brillante. Bien ubicado en Miraflores. Bellisima vista a la costanera frente a Larcomar. Atencion inmejorable y servicios de restaurant y a la habitacion muy buenos. Uno de los mejores hoteles en Lima. 
JW Marriott Hotel Lima,rn83521255,Santiago,Chile,DanielaCh,4,1,14/10/2010,"Casi perfecto Excelente hotel, sin embargo no puedo aun entender que no disponga de internet gratuita para sus huespedes en las habitaciones "
JW Marriott Hotel Lima,rn65573506,CALI,Colombia,BETOCALI,5,1,28/05/2010,"Marriot de pelicula Hace algunos dias tuve la grata experiencia de visitar ese hermoso Pais que es Peru y durante nuestra estadia en Lima nos hospedamos en el Marriot en Miraflores, desde el moento de la llegada todo fue espectacular;la atencion de los botones, en re cepcion una señora en estado de embarazo super amable y las amas de llaves y en general todo el..   "
JW Marriott Hotel Lima,rn55420216,Barcelona,España,MartinS6,4,1,07/02/2010,bueno lo recomiendo. Me gusto mucho y tiene buen buffet con linda vista al mar y cerca del centro comercial larcomar. 
JW Marriott Hotel Lima,rn53623632,Valladolid,España,lorienycloe,5,1,16/01/2010,"excelente excelente, buena ubicacion, maravillosos desayunos, buen trato, preciosas habitaciones y limpieza superior "
JW Marriott Hotel Lima,rn53235399,Palm City,USA,s4mantha,5,1,11/01/2010,excelente deli la vista el hotel todo para descansar definitivamente marriots son los mejor 
JW Marriott Hotel Lima,rn50960054,Madrid,España,MirenMadrid_Espa_a,5,1,09/12/2009,"Muy buen hotel Excelentes vistas, bonito Hotel, pero la habitacion aunque eras superior era pequeña. Increible el desayuno.. mucha variedad y excelente calidad. Lugar tranquilo y enfrente un centro de ocio y comercial y no muy alejado un restaurante muy agradable encima del agua La Rosa Nautica (recomendable). Nos reservaron los del Hotel para cenar (aunque no esta alejado, mejor coger un taxi). "
JW Marriott Hotel Lima,rn48529133,,,EvelinMel,5,1,04/11/2009,"La mejor vista Desde el piso 24, una vista increible. - La mejor cama, las mejores almohadas, la mejor ducha... los mejores amenities! "
JW Marriott Hotel Lima,rn47163600,,,RodrigoMS,5,1,18/10/2009,"Lo tiene todo Este hotel lo tiene todo, desde la atencion que es reconocida mundialmente, una vista al mar espectacular, lo mejor de la comida peruana y mundial. Esta ubicado en Miraflores uno de los distritos mas centricos de lima, donde puedes encontrar todo cerca y es ideal para los turistas. "
JW Marriott Hotel Lima,rn41151445,Madrid,España,Roberto M,5,1,12/09/2009,"Excelente servicio.. El hotel se encuentra en una zona privilegiada de Miraflores un distrito que goza de la presencia del mar peruano. Una vista impresionante en el verano y bueno... en invierno eso si... neblina o niebla por lo general. El servicio excelente en especial el personal de rome service, del Spa, el desayuno de lo mejor, la reposteria del..   "
JW Marriott Hotel Lima,rn16990236,Segovia,España,Sussytraveler,4,1,17/06/2008,"Muy buen Hotel Su ubicacion es excelente, en uno de los mejores barrios de Lima, por los alrededores se puede pasear tranquilamente, muy amplio, limpio y confortable aunque esta lejos del aeropuerto "
JW Marriott Hotel Lima,rn14764573,,,mossway1,5,1,02/03/2008,Un hotel fantastico Acabo de regresar de pasar dos noches en el JW Marriott. Es un hotel fantastico; la ubicacion es excelente. Las vistas del oceano desde las habitaciones son espectaculares. El servicio era muy profesional y se cuidaba al maximo detalle. El bufet del desayuno era increible; el mas completo que he visto nunca. Nos sirvieron la unica buena taza de cafe..   
JW Marriott Hotel Lima,rn14764771,Philadelphia,USA,SunnyDays,5,1,27/01/2008,"Su nombre bien le define.. Me aloje aqui como parte de un viaje organizado, en enero. En conjunto, el hotel ofrece el excelente servicio y alojamiento que cabe esperar de un Marriott. El desayuno es excelente, tambien las bebidas y demas; eso si, se pagan los abultados precios de un Marriott. La ubicacion es sensacional. Lo mejor es que cojas un taxi en la calle..   "
